Key,,Id,Korean(ko),English(en)
MissionName97011036,,4.8417E+15,블루베리 머핀 해금하기,Unlock blueberry muffin
MissionName97011037,,4.8417E+15,블루 베리 {0}회 판매하기,Sell blueberry {0} times
MissionName97011038,,4.8417E+15,주방 인테리어 벽지 업그레이드 하기,Upgrade kitchen wallpaper
MissionName97011039,,4.8417E+15,주방 인테리어 바닥 업그레이드 하기,Upgrade kitchen floor
MissionName97011040,,4.8417E+15,스타셰프 등장 {0}회 하기,Have star chef appear {0} times
MissionName97011041,,4.8417E+15,맛집 랭킹 {0} 달성하기,Achieve food ranking {0}
MissionName97012001,,4.8417E+15,카운터 구매하기,Purchase counter
MissionName97012002,,4.8417E+15,테이블 1 구매하기,Purchase 1 table
MissionName97012003,,4.8417E+15,쓰레기통 구매하기,Purchase trash bin
MissionName97012004,,4.8417E+15,싱크대 구매하기,Purchase sink
MissionName97012005,,4.8417E+15,초밥 조리대 1 구매하기,Purchase 1 sushi counter
MissionName97012006,,4.8417E+15,참치 뱃살 초밥 해금하기,Unlock tuna belly sushi
MissionName97012007,,4.8417E+15,참치 뱃살 초밥 {0}회 판매하기,Sell tuna belly sushi {0} times
MissionName97012008,,4.8417E+15,계산원 1 고용하기,Hire 1 cashier
MissionName97012009,,4.8417E+15,홀 직원 1 고용하기,Hire 1 hall staff
MissionName97012010,,4.8417E+15,주방 직원 1 고용하기,Hire 1 kitchen staff
MissionName97012011,,4.8417E+15,SNS 홍보 1회 하기,Promote on SNS once
MissionName97012012,,4.8417E+15,테이블 1 업그레이드 {0}회하기,Upgrade 1 table {0} times
MissionName97012013,,4.8417E+15,초밥 조리대 1 업그레이드 {0}회하기,Upgrade 1 sushi counter {0} times
MissionName97012014,,4.8417E+15,참치 뱃살 초밥 업그레이드 {0}회 하기,Upgrade tuna belly sushi {0} times
MissionName97012015,,4.8417E+15,튀김기 1 구매하기,Purchase 1 fryer
MissionName97012016,,4.8417E+15,덴푸라 해금하기,Unlock tempura
MissionName97012017,,4.8417E+15,덴푸라 {0}회 판매하기,Sell tempura {0} times
MissionName97012018,,4.8417E+15,메뉴판 구매하기,Purchase menu board
MissionName97012019,,4.8417E+15,카운터 구매하기,Upgrade counter
MissionName97012020,,4.8417E+15,팁 {0}회 받기,Receive tip {0} times
MissionName97012021,,4.8417E+15,홀 인테리어 벽지 업그레이드 하기,Upgrade hall wallpaper
MissionName97012022,,4.8417E+15,홀 인테리어 바닥 업그레이드 하기,Upgrade hall floor
MissionName97012023,,4.8417E+15,손님들의 만족도 '매우 만족' {0}회 띄우기,Achieve 'Very Satisfied' from n customers
MissionName97012024,,4.8417E+15,숯불 화로 1 구매하기,Purchase 1 charcoal grill
MissionName97012025,,4.8417E+15,야끼토리 1 {0}회 판매하기,Sell yakitori 1 {0} times
MissionName97012026,,4.8417E+15,아이튜버 등장 {0}회 하기,Have Ituber appear {0} times
MissionName97012027,,4.8417E+15,계산원 1 업그레이드 하기,Upgrade 1 cashier
MissionName97012028,,4.8417E+15,쓰레기통 업그레이드 하기,Upgrade trash bin
MissionName97012029,,4.8417E+15,홀 직원 1 업그레이드 하기,Upgrade 1 hall staff
MissionName97012030,,4.8417E+15,주방 직원 1 업그레이드 하기,Upgrade 1 kitchen staff
MissionName97012031,,4.8417E+15,철판 1 구매하기,Purchase 1 teppan
MissionName97012032,,4.8417E+15,오코노미 야키 해금하기,Unlock okonomiyaki
MissionName97012033,,4.8417E+15,오코노미 야키 {0}회 판매하기,Sell okonomiyaki {0} times
MissionName97012034,,4.8417E+15,방송 PD 등장 {0}회 하기,Have broadcasting PD appear {0} times
MissionName97012035,,4.8417E+15,냄비 1 구매하기,Purchase 1 pot
MissionName97012036,,4.8417E+15,간장 라멘 해금하기,Unlock soy sauce ramen
MissionName97012037,,4.8417E+15,간장 라멘 {0}회 판매하기,Sell soy sauce ramen {0} times
MissionName97012038,,4.8417E+15,주방 인테리어 벽지 업그레이드 하기,Upgrade kitchen wallpaper
MissionName97012039,,4.8417E+15,주방 인테리어 바닥 업그레이드 하기,Upgrade kitchen floor
MissionName97012040,,4.8417E+15,스타셰프 등장 {0}회 하기,Have star chef appear {0} times
MissionName97012041,,4.8417E+15,맛집 랭킹 {0} 달성하기,Achieve food ranking n
MissionName97013001,,4.8417E+15,카운터 구매하기,Purchase counter
MissionName97013002,,4.8417E+15,테이블 1 구매하기,Purchase 1 table
MissionName97013003,,4.8417E+15,쓰레기통 구매하기,Purchase trash bin
MissionName97013004,,4.8417E+15,싱크대 n 구매하기,Purchase sink {0} times
MissionName97013005,,4.8417E+15,냄비 1 구매하기,Purchase 1 pot
MissionName97013006,,4.8417E+15,김치 까르보나라 해금하기,Unlock kimchi carbonara
MissionName97013007,,4.8417E+15,김치 까르보나라 {0}회 판매하기,Sell kimchi carbonara {0} times
MissionName97013008,,4.8417E+15,계산원 1 고용하기,Hire 1 cashier
MissionName97013009,,4.8417E+15,홀 직원 1 고용하기,Hire 1 hall staff
MissionName97013010,,4.8417E+15,주방 직원 1 고용하기,Hire 1 kitchen staff
MissionName97013011,,4.8417E+15,SNS 홍보 1회 하기,Promote on SNS once
MissionName97013012,,4.8417E+15,테이블 1 업그레이드 {0}회하기,Upgrade 1 table {0} times
MissionName97013013,,4.8417E+15,냄비 1 업그레이드 {0}회하기,Upgrade 1 pot {0} times
MissionName97013014,,4.8417E+15,김치 까르보나라 업그레이드 {0}회 하기,Upgrade kimchi carbonara {0} times
MissionName97013015,,4.8417E+15,튀김기 1 구매하기,Purchase 1 fryer
MissionName97013016,,4.8417E+15,참치 마요 크로켓 해금하기,Unlock tuna mayo croquette
MissionName97013017,,4.8417E+15,참치 마요 크로켓 {0}회 판매하기,Sell tuna mayo croquette {0} times
MissionName97013018,,4.8417E+15,메뉴판 구매하기,Purchase menu board
MissionName97013019,,4.8417E+15,카운터 업그레이드 하기,Upgrade counter
MissionName97013020,,4.8417E+15,팁 {0}회 받기,Receive tip {0} times
MissionName97013021,,4.8417E+15,홀 인테리어 벽지 업그레이드 하기,Upgrade hall wallpaper
MissionName97013022,,4.8417E+15,홀 인테리어 바닥 업그레이드 하기,Upgrade hall floor
MissionName97013023,,4.8417E+15,손님들의 만족도 '매우 만족' {0}회 띄우기,Achieve 'Very Satisfied' from {0} customers
MissionName97013024,,4.8417E+15,오븐 1 구매하기,Purchase 1 oven
MissionName97013025,,4.8417E+15,인도식 난 피자 {0}회 판매하기,Sell Indian naan pizza {0} times
MissionName97013026,,4.8417E+15,아이튜버 등장 {0}회 하기,Have Ituber appear {0} times
MissionName97013027,,4.8417E+15,계산원 1 업그레이드 하기,Upgrade 1 cashier
MissionName97013028,,4.8417E+15,쓰레기통 업그레이드 하기,Upgrade trash bin
MissionName97013029,,4.8417E+15,홀 직원 1 업그레이드 하기,Upgrade 1 hall staff
MissionName97013030,,4.8417E+15,주방 직원 1 업그레이드 하기,Upgrade 1 kitchen staff
MissionName97013031,,4.8417E+15,철판 1 구매하기,Purchase 1 teppan
MissionName97013032,,4.8417E+15,유부 타코 야끼소바 해금하기,Unlock yubu taco yakisoba
MissionName97013033,,4.8417E+15,유부 타코 야끼소바 {0}회 판매하기,Sell yubu taco yakisoba {0} times
MissionName97013034,,4.8417E+15,방송 PD 등장 {0}회 하기,Have broadcasting PD appear {0} times
MissionName97013035,,4.8417E+15,주방 테이블 1 구매하기,Purchase 1 kitchen table
MissionName97013036,,4.8417E+15,불고기 샌드위치 해금하기,Unlock bulgogi sandwich
MissionName97013037,,4.8417E+15,불고기 샌드위치 {0}회 판매하기,Sell bulgogi sandwich {0} times
MissionName97013038,,4.8417E+15,주방 인테리어 벽지 업그레이드 하기,Upgrade kitchen wallpaper
MissionName97013039,,4.8417E+15,주방 인테리어 바닥 업그레이드 하기,Upgrade kitchen floor
MissionName97013040,,5.15017E+15,스타셰프 등장 {0}회 하기,Have star chef appear {0} times
MissionName97013041,,5.15017E+15,맛집 랭킹 {0} 달성하기,Achieve food ranking n
MissionName97020001,,4.8417E+15,아무 메뉴 10개 판매하기,Sell 10 menu
MissionName97020002,,4.8417E+15,팁 1회 획득하기,Receive 1 tip
MissionName97020003,,4.8417E+15,직원 체력 회복 3번 하기,Recover staff stamina 3 times
MissionName97020004,,4.8417E+15,손님 1명이 ‘매우 만족’ 상태로 결제하기,1 customer pays with 'Very Satisfied' status
MissionName97020005,,4.8417E+15,테이블 5회 청소하기,Clean tables 5 times
MissionName97020006,,4.8417E+15,SNS 홍보 버튼 1회 누르기,Press SNS promotion button once
MissionName97020007,,4.8417E+15,쓰레기 1회 치우기,Clear trash once
MissionName97030001,,4.8417E+15,아무 메뉴 100개 판매하기,Sell 100 menu
MissionName97030002,,4.8417E+15,팁 10회 획득하기,Receive 10 tips
MissionName97030003,,4.8417E+15,직원 체력 회복 10번 시키기,Recover staff stamina 10 times
MissionName97030004,,4.8417E+15,손님 10명이 ‘매우 만족’ 상태로 결제하기,10 customers pay with 'Very Satisfied' status
MissionName97030005,,4.8417E+15,테이블 100회 청소하기,Clean tables 100 times
MissionName97030006,,4.8417E+15,쓰레기 10회 치우기,Clear trash 10 times
MissionName97030007,,4.8417E+15,SNS 홍보 버튼 5회 누르기,Press SNS promotion button 5 times
MissionName97000101,,4.8417E+15,음식이 친절하고 사장님이 맛있어요 1,The food is kind and the owner is delicious 1
MissionName97000102,,4.8417E+15,음식이 친절하고 사장님이 맛있어요 2,The food is kind and the owner is delicious 2
MissionName97000103,,4.8417E+15,음식이 친절하고 사장님이 맛있어요 3,The food is kind and the owner is delicious 3
MissionName97000104,,4.8417E+15,음식이 친절하고 사장님이 맛있어요 4,The food is kind and the owner is delicious 4
MissionName97000105,,4.8417E+15,음식이 친절하고 사장님이 맛있어요 5,The food is kind and the owner is delicious 5
MissionName97000106,,4.8417E+15,음식이 친절하고 사장님이 맛있어요 6,The food is kind and the owner is delicious 6
MissionName97000107,,4.8417E+15,음식이 친절하고 사장님이 맛있어요 7,The food is kind and the owner is delicious 7
MissionName97000108,,4.8417E+15,음식이 친절하고 사장님이 맛있어요 8,The food is kind and the owner is delicious 8
MissionName97000109,,4.8417E+15,음식이 친절하고 사장님이 맛있어요 9,The food is kind and the owner is delicious 9
MissionName97000110,,4.8417E+15,음식이 친절하고 사장님이 맛있어요 10,The food is kind and the owner is delicious 10
MissionName97000111,,4.8417E+15,음식이 친절하고 사장님이 맛있어요 11,The food is kind and the owner is delicious 11
MissionName97000112,,4.8417E+15,음식이 친절하고 사장님이 맛있어요 12,The food is kind and the owner is delicious 12
MissionName97000113,,4.8417E+15,음식이 친절하고 사장님이 맛있어요 13,The food is kind and the owner is delicious 13
MissionName97000114,,4.8417E+15,음식이 친절하고 사장님이 맛있어요 14,The food is kind and the owner is delicious 14
MissionName97000115,,4.8417E+15,음식이 친절하고 사장님이 맛있어요 15,The food is kind and the owner is delicious 15
MissionName97000116,,4.8417E+15,음식이 친절하고 사장님이 맛있어요 16,The food is kind and the owner is delicious 16
MissionName97000117,,4.8417E+15,음식이 친절하고 사장님이 맛있어요 17,The food is kind and the owner is delicious 17
MissionName97000118,,4.8417E+15,음식이 친절하고 사장님이 맛있어요 18,The food is kind and the owner is delicious 18
MissionName97000119,,4.8417E+15,음식이 친절하고 사장님이 맛있어요 19,The food is kind and the owner is delicious 19
MissionName97000120,,4.8417E+15,음식이 친절하고 사장님이 맛있어요 20,The food is kind and the owner is delicious 20
MissionName97000201,,4.8417E+15,난 돈이 좋아! 1,I love money! 1
MissionName97000202,,4.8417E+15,난 돈이 좋아! 2,I love money! 2
MissionName97000203,,4.8417E+15,난 돈이 좋아! 3,I love money! 3
MissionName97000204,,4.8417E+15,난 돈이 좋아! 4,I love money! 4
MissionName97000205,,4.8417E+15,난 돈이 좋아! 5,I love money! 5
MissionName97000206,,4.8417E+15,난 돈이 좋아! 6,I love money! 6
MissionName97000207,,4.8417E+15,난 돈이 좋아! 7,I love money! 7
MissionName97000208,,4.8417E+15,난 돈이 좋아! 8,I love money! 8
MissionName97000209,,4.8417E+15,난 돈이 좋아! 9,I love money! 9
MissionName97000210,,4.8417E+15,난 돈이 좋아! 10,I love money! 10
MissionName97000211,,4.8417E+15,난 돈이 좋아! 11,I love money! 11
MissionName97000212,,4.8417E+15,난 돈이 좋아! 12,I love money! 12
MissionName97000213,,4.8417E+15,난 돈이 좋아! 13,I love money! 13
MissionName97000214,,4.8417E+15,난 돈이 좋아! 14,I love money! 14
MissionName97000215,,4.8417E+15,난 돈이 좋아! 15,I love money! 15
MissionName97000216,,4.8417E+15,난 돈이 좋아! 16,I love money! 16
MissionName97000217,,4.8417E+15,난 돈이 좋아! 17,I love money! 17
MissionName97000218,,4.8417E+15,난 돈이 좋아! 18,I love money! 18
MissionName97000219,,4.8417E+15,난 돈이 좋아! 19,I love money! 19
MissionName97000220,,4.8417E+15,난 돈이 좋아! 20,I love money! 20
MissionName97000301,,4.8417E+15,화려한 홍보가 나를 감싸네 1,Flashy promotions all around me 1
MissionName97000302,,4.8417E+15,화려한 홍보가 나를 감싸네 2,Flashy promotions all around me 2
MissionName97000303,,4.8417E+15,화려한 홍보가 나를 감싸네 3,Flashy promotions all around me 3
MissionName97000304,,4.8417E+15,화려한 홍보가 나를 감싸네 4,Flashy promotions all around me 4
MissionName97000305,,4.8417E+15,화려한 홍보가 나를 감싸네 5,Flashy promotions all around me 5
MissionName97000306,,4.8417E+15,화려한 홍보가 나를 감싸네 6,Flashy promotions all around me 6
MissionName97000307,,4.8417E+15,화려한 홍보가 나를 감싸네 7,Flashy promotions all around me 7
MissionName97000308,,4.8417E+15,화려한 홍보가 나를 감싸네 8,Flashy promotions all around me 8
MissionName97000309,,4.8417E+15,화려한 홍보가 나를 감싸네 9,Flashy promotions all around me 9
MissionName97000310,,4.8417E+15,화려한 홍보가 나를 감싸네 10,Flashy promotions all around me 10
MissionName97000311,,4.8417E+15,화려한 홍보가 나를 감싸네 11,Flashy promotions all around me 11
MissionName97000312,,4.8417E+15,화려한 홍보가 나를 감싸네 12,Flashy promotions all around me 12
MissionName97000313,,4.8417E+15,화려한 홍보가 나를 감싸네 13,Flashy promotions all around me 13
MissionName97000314,,4.8417E+15,화려한 홍보가 나를 감싸네 14,Flashy promotions all around me 14
MissionName97000315,,4.8417E+15,화려한 홍보가 나를 감싸네 15,Flashy promotions all around me 15
MissionName97000316,,4.8417E+15,화려한 홍보가 나를 감싸네 16,Flashy promotions all around me 16
MissionName97000317,,4.8417E+15,화려한 홍보가 나를 감싸네 17,Flashy promotions all around me 17
MissionName97000318,,4.8417E+15,화려한 홍보가 나를 감싸네 18,Flashy promotions all around me 18
MissionName97000319,,4.8417E+15,화려한 홍보가 나를 감싸네 19,Flashy promotions all around me 19
MissionName97000320,,4.8417E+15,화려한 홍보가 나를 감싸네 20,Flashy promotions all around me 20
MissionName97000401,,4.8417E+15,오늘따라 돈이 '단골' 1,Feels like a 'regular' day 1
MissionName97000402,,4.8417E+15,오늘따라 돈이 '단골' 2,Feels like a 'regular' day 2
MissionName97000403,,4.8417E+15,오늘따라 돈이 '단골' 3,Feels like a 'regular' day 3
MissionName97000404,,4.8417E+15,오늘따라 돈이 '단골' 4,Feels like a 'regular' day 4
MissionName97000405,,4.8417E+15,오늘따라 돈이 '단골' 5,Feels like a 'regular' day 5
MissionName97000406,,4.8417E+15,오늘따라 돈이 '단골' 6,Feels like a 'regular' day 6
MissionName97000407,,4.8417E+15,오늘따라 돈이 '단골' 7,Feels like a 'regular' day 7
MissionName97000408,,4.8417E+15,오늘따라 돈이 '단골' 8,Feels like a 'regular' day 8
MissionName97000409,,4.8417E+15,오늘따라 돈이 '단골' 9,Feels like a 'regular' day 9
MissionName97000410,,4.8417E+15,오늘따라 돈이 '단골' 10,Feels like a 'regular' day 10
MissionName97000411,,4.8417E+15,오늘따라 돈이 '단골' 11,Feels like a 'regular' day 11
MissionName97000412,,4.8417E+15,오늘따라 돈이 '단골' 12,Feels like a 'regular' day 12
MissionName97000413,,4.8417E+15,오늘따라 돈이 '단골' 13,Feels like a 'regular' day 13
MissionName97000414,,4.8417E+15,오늘따라 돈이 '단골' 14,Feels like a 'regular' day 14
MissionName97000415,,4.8417E+15,오늘따라 돈이 '단골' 15,Feels like a 'regular' day 15
MissionName97000416,,4.8417E+15,오늘따라 돈이 '단골' 16,Feels like a 'regular' day 16
MissionName97000417,,4.8417E+15,오늘따라 돈이 '단골' 17,Feels like a 'regular' day 17
MissionName97000418,,4.8417E+15,오늘따라 돈이 '단골' 18,Feels like a 'regular' day 18
MissionName97000419,,4.8417E+15,오늘따라 돈이 '단골' 19,Feels like a 'regular' day 19
MissionName97000420,,4.8417E+15,오늘따라 돈이 '단골' 20,Feels like a 'regular' day 20
MissionName97000501,,4.8417E+15,입소문의 신 1,Master of Word-of-Mouth 1
MissionName97000502,,4.8417E+15,입소문의 신 2,Master of Word-of-Mouth 2
MissionName97000503,,4.8417E+15,입소문의 신 3,Master of Word-of-Mouth 3
MissionName97000504,,4.8417E+15,입소문의 신 4,Master of Word-of-Mouth 4
MissionName97000505,,4.8417E+15,입소문의 신 5,Master of Word-of-Mouth 5
MissionName97000506,,4.8417E+15,입소문의 신 6,Master of Word-of-Mouth 6
MissionName97000507,,4.8417E+15,입소문의 신 7,Master of Word-of-Mouth 7
MissionName97000508,,4.8417E+15,입소문의 신 8,Master of Word-of-Mouth 8
MissionName97000509,,4.8417E+15,입소문의 신 9,Master of Word-of-Mouth 9
MissionName97000510,,4.8417E+15,입소문의 신 10,Master of Word-of-Mouth 10
MissionName97000511,,4.8417E+15,입소문의 신 11,Master of Word-of-Mouth 11
MissionName97000512,,4.8417E+15,입소문의 신 12,Master of Word-of-Mouth 12
MissionName97000513,,4.8417E+15,입소문의 신 13,Master of Word-of-Mouth 13
MissionName97000514,,4.8417E+15,입소문의 신 14,Master of Word-of-Mouth 14
MissionName97000515,,4.8417E+15,입소문의 신 15,Master of Word-of-Mouth 15
MissionName97000516,,4.8417E+15,입소문의 신 16,Master of Word-of-Mouth 16
MissionName97000517,,4.8417E+15,입소문의 신 17,Master of Word-of-Mouth 17
MissionName97000518,,4.8417E+15,입소문의 신 18,Master of Word-of-Mouth 18
MissionName97000519,,4.8417E+15,입소문의 신 19,Master of Word-of-Mouth 19
MissionName97000520,,4.8417E+15,입소문의 신 20,Master of Word-of-Mouth 20
MissionName97000601,,4.8417E+15,진상이 사장이 딸이에요 1,The rude customer is the owner's daughter 1
MissionName97000602,,4.8417E+15,진상이 사장이 딸이에요 2,The rude customer is the owner's daughter 2
MissionName97000603,,4.8417E+15,진상이 사장이 딸이에요 3,The rude customer is the owner's daughter 3
MissionName97000604,,4.8417E+15,진상이 사장이 딸이에요 4,The rude customer is the owner's daughter 4
MissionName97000605,,4.8417E+15,진상이 사장이 딸이에요 5,The rude customer is the owner's daughter 5
MissionName97000606,,4.8417E+15,진상이 사장이 딸이에요 6,The rude customer is the owner's daughter 6
MissionName97000607,,4.8417E+15,진상이 사장이 딸이에요 7,The rude customer is the owner's daughter 7
MissionName97000608,,4.8417E+15,진상이 사장이 딸이에요 8,The rude customer is the owner's daughter 8
MissionName97000609,,4.8417E+15,진상이 사장이 딸이에요 9,The rude customer is the owner's daughter 9
MissionName97000610,,4.8417E+15,진상이 사장이 딸이에요 10,The rude customer is the owner's daughter 10
MissionName97000611,,4.8417E+15,진상이 사장이 딸이에요 11,The rude customer is the owner's daughter 11
MissionName97000612,,4.8417E+15,진상이 사장이 딸이에요 12,The rude customer is the owner's daughter 12
MissionName97000613,,4.8417E+15,진상이 사장이 딸이에요 13,The rude customer is the owner's daughter 13
MissionName97000614,,4.8417E+15,진상이 사장이 딸이에요 14,The rude customer is the owner's daughter 14
MissionName97000615,,4.8417E+15,진상이 사장이 딸이에요 15,The rude customer is the owner's daughter 15
MissionName97000616,,4.8417E+15,진상이 사장이 딸이에요 16,The rude customer is the owner's daughter 16
MissionName97000617,,4.8417E+15,진상이 사장이 딸이에요 17,The rude customer is the owner's daughter 17
MissionName97000618,,4.8417E+15,진상이 사장이 딸이에요 18,The rude customer is the owner's daughter 18
MissionName97000619,,4.8417E+15,진상이 사장이 딸이에요 19,The rude customer is the owner's daughter 19
MissionName97000620,,4.8417E+15,진상이 사장이 딸이에요 20,The rude customer is the owner's daughter 20
MissionName97000701,,4.8417E+15,이 리뷰는 삭제되었습니다 1,This review has been deleted 1
MissionName97000702,,4.8417E+15,이 리뷰는 삭제되었습니다 2,This review has been deleted 2
MissionName97000703,,4.8417E+15,이 리뷰는 삭제되었습니다 3,This review has been deleted 3
MissionName97000704,,4.8417E+15,이 리뷰는 삭제되었습니다 4,This review has been deleted 4
MissionName97000705,,4.8417E+15,이 리뷰는 삭제되었습니다 5,This review has been deleted 5
MissionName97000706,,4.8417E+15,이 리뷰는 삭제되었습니다 6,This review has been deleted 6
MissionName97000707,,4.8417E+15,이 리뷰는 삭제되었습니다 7,This review has been deleted 7
MissionName97000708,,4.8417E+15,이 리뷰는 삭제되었습니다 8,This review has been deleted 8
MissionName97000709,,4.8417E+15,이 리뷰는 삭제되었습니다 9,This review has been deleted 9
MissionName97000710,,4.8417E+15,이 리뷰는 삭제되었습니다 10,This review has been deleted 10
MissionName97000711,,4.8417E+15,이 리뷰는 삭제되었습니다 11,This review has been deleted 11
MissionName97000712,,4.8417E+15,이 리뷰는 삭제되었습니다 12,This review has been deleted 12
MissionName97000713,,4.8417E+15,이 리뷰는 삭제되었습니다 13,This review has been deleted 13
MissionName97000714,,4.8417E+15,이 리뷰는 삭제되었습니다 14,This review has been deleted 14
MissionName97000715,,4.8417E+15,이 리뷰는 삭제되었습니다 15,This review has been deleted 15
MissionName97000716,,4.8417E+15,이 리뷰는 삭제되었습니다 16,This review has been deleted 16
MissionName97000717,,4.8417E+15,이 리뷰는 삭제되었습니다 17,This review has been deleted 17
MissionName97000718,,4.8417E+15,이 리뷰는 삭제되었습니다 18,This review has been deleted 18
MissionName97000719,,4.8417E+15,이 리뷰는 삭제되었습니다 19,This review has been deleted 19
MissionName97000720,,4.8417E+15,이 리뷰는 삭제되었습니다 20,This review has been deleted 20
MissionName97000801,,4.8417E+15,리뷰 맛집 1,Review Hotspot 1
